study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_strategy	library_selection	base_count	first_public	last_updated	study_title	fastq_ftp	submitted_ftp	sra_bytes	sra_ftp	sample_alias	sample_title
PRJEB42019	SAMEA7724233	ERX4814022	ERR5004739	1234904	insect metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.pinto.63.s018	WGS	PCR	555827981	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004739/ERR5004739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004739/ERR5004739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004739/13114.pinto.63.s018.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004739/13114.pinto.63.s018.R2.fastq.gz			qiita_sid_13114:13114.pinto.63.s018	13114.pinto.63.s018
PRJEB42019	SAMEA7723469	ERX4814023	ERR5004740	1234904	insect metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.pinto.63.s019	WGS	PCR	721671259	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004740/ERR5004740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004740/ERR5004740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004740/13114.pinto.63.s019.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004740/13114.pinto.63.s019.R2.fastq.gz			qiita_sid_13114:13114.pinto.63.s019	13114.pinto.63.s019
PRJEB42019	SAMEA7723470	ERX4814024	ERR5004741	1234904	insect metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.pinto.63.s020	WGS	PCR	553256774	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004741/ERR5004741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004741/ERR5004741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004741/13114.pinto.63.s020.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004741/13114.pinto.63.s020.R2.fastq.gz			qiita_sid_13114:13114.pinto.63.s020	13114.pinto.63.s020
PRJEB42019	SAMEA7723471	ERX4814025	ERR5004742	1234904	insect metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.pinto.63.s021	WGS	PCR	176852488	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004742/ERR5004742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004742/ERR5004742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004742/13114.pinto.63.s021.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004742/13114.pinto.63.s021.R2.fastq.gz			qiita_sid_13114:13114.pinto.63.s021	13114.pinto.63.s021
PRJEB42019	SAMEA7723472	ERX4814026	ERR5004743	1234904	insect metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.pinto.63.s022	WGS	PCR	291198292	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004743/ERR5004743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004743/ERR5004743_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004743/13114.pinto.63.s022.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004743/13114.pinto.63.s022.R2.fastq.gz			qiita_sid_13114:13114.pinto.63.s022	13114.pinto.63.s022
PRJEB42019	SAMEA7723473	ERX4814027	ERR5004744	1234904	insect metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.pinto.63.s023	WGS	PCR	1309986794	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004744/ERR5004744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004744/ERR5004744_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004744/13114.pinto.63.s023.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004744/13114.pinto.63.s023.R2.fastq.gz			qiita_sid_13114:13114.pinto.63.s023	13114.pinto.63.s023
PRJEB42019	SAMEA7723474	ERX4814028	ERR5004745	1234904	insect metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.pinto.63.s024	WGS	PCR	753310110	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004745/ERR5004745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004745/ERR5004745_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004745/13114.pinto.63.s024.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004745/13114.pinto.63.s024.R2.fastq.gz			qiita_sid_13114:13114.pinto.63.s024	13114.pinto.63.s024
PRJEB42019	SAMEA7723680	ERX4814029	ERR5004746	1234904	insect metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.pinto.63.s025	WGS	PCR	637296306	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004746/ERR5004746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004746/ERR5004746_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004746/13114.pinto.63.s025.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004746/13114.pinto.63.s025.R2.fastq.gz			qiita_sid_13114:13114.pinto.63.s025	13114.pinto.63.s025
PRJEB42019	SAMEA7723475	ERX4814030	ERR5004747	1234904	insect metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.pinto.63.s026	WGS	PCR	53491458	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004747/ERR5004747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004747/ERR5004747_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004747/13114.pinto.63.s026.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004747/13114.pinto.63.s026.R2.fastq.gz			qiita_sid_13114:13114.pinto.63.s026	13114.pinto.63.s026
PRJEB42019	SAMEA7723681	ERX4814031	ERR5004748	1234904	insect metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.pinto.63.s027	WGS	PCR	534111263	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004748/ERR5004748_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004748/ERR5004748_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004748/13114.pinto.63.s027.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004748/13114.pinto.63.s027.R2.fastq.gz			qiita_sid_13114:13114.pinto.63.s027	13114.pinto.63.s027
PRJEB42019	SAMEA7723476	ERX4814032	ERR5004749	1234904	insect metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.pinto.63.s028	WGS	PCR	488482682	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004749/ERR5004749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004749/ERR5004749_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004749/13114.pinto.63.s028.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004749/13114.pinto.63.s028.R2.fastq.gz			qiita_sid_13114:13114.pinto.63.s028	13114.pinto.63.s028
PRJEB42019	SAMEA7723948	ERX4814033	ERR5004750	410658	soil metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.84.s005	WGS	PCR	150115365	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004750/ERR5004750_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004750/ERR5004750_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004750/13114.rohwer.84.s005.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004750/13114.rohwer.84.s005.R2.fastq.gz			qiita_sid_13114:13114.rohwer.84.s005	13114.rohwer.84.s005
PRJEB42019	SAMEA7723949	ERX4814034	ERR5004751	410658	soil metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.84.s006	WGS	PCR	713796976	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004751/ERR5004751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004751/ERR5004751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004751/13114.rohwer.84.s006.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004751/13114.rohwer.84.s006.R2.fastq.gz			qiita_sid_13114:13114.rohwer.84.s006	13114.rohwer.84.s006
PRJEB42019	SAMEA7723477	ERX4814035	ERR5004752	410658	soil metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.84.s007	WGS	PCR	202266698	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004752/ERR5004752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004752/ERR5004752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004752/13114.rohwer.84.s007.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004752/13114.rohwer.84.s007.R2.fastq.gz			qiita_sid_13114:13114.rohwer.84.s007	13114.rohwer.84.s007
PRJEB42019	SAMEA7723478	ERX4814036	ERR5004753	410658	soil metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.84.s008	WGS	PCR	185304702	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004753/ERR5004753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004753/ERR5004753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004753/13114.rohwer.84.s008.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004753/13114.rohwer.84.s008.R2.fastq.gz			qiita_sid_13114:13114.rohwer.84.s008	13114.rohwer.84.s008
PRJEB42019	SAMEA7723957	ERX4814037	ERR5004754	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s001	WGS	PCR	543525633	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004754/ERR5004754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004754/ERR5004754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004754/13114.rohwer.85.s001.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004754/13114.rohwer.85.s001.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s001	13114.rohwer.85.s001
PRJEB42019	SAMEA7723479	ERX4814038	ERR5004755	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s002	WGS	PCR	636969001	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004755/ERR5004755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004755/ERR5004755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004755/13114.rohwer.85.s002.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004755/13114.rohwer.85.s002.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s002	13114.rohwer.85.s002
PRJEB42019	SAMEA7723958	ERX4814039	ERR5004756	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s003	WGS	PCR	708607967	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004756/ERR5004756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004756/ERR5004756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004756/13114.rohwer.85.s003.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004756/13114.rohwer.85.s003.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s003	13114.rohwer.85.s003
PRJEB42019	SAMEA7723480	ERX4814040	ERR5004757	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s004	WGS	PCR	571727002	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004757/ERR5004757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004757/ERR5004757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004757/13114.rohwer.85.s004.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004757/13114.rohwer.85.s004.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s004	13114.rohwer.85.s004
PRJEB42019	SAMEA7723959	ERX4814041	ERR5004758	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s005	WGS	PCR	21151734	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004758/ERR5004758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004758/ERR5004758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004758/13114.rohwer.85.s005.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004758/13114.rohwer.85.s005.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s005	13114.rohwer.85.s005
PRJEB42019	SAMEA7723481	ERX4814042	ERR5004759	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s006	WGS	PCR	798179827	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004759/ERR5004759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004759/ERR5004759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004759/13114.rohwer.85.s006.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004759/13114.rohwer.85.s006.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s006	13114.rohwer.85.s006
PRJEB42019	SAMEA7723682	ERX4814043	ERR5004760	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s007	WGS	PCR	821649954	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004760/ERR5004760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004760/ERR5004760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004760/13114.rohwer.85.s007.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004760/13114.rohwer.85.s007.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s007	13114.rohwer.85.s007
PRJEB42019	SAMEA7723482	ERX4814044	ERR5004761	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s008	WGS	PCR	52672825	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004761/ERR5004761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004761/ERR5004761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004761/13114.rohwer.85.s008.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004761/13114.rohwer.85.s008.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s008	13114.rohwer.85.s008
PRJEB42019	SAMEA7723483	ERX4814045	ERR5004762	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s009	WGS	PCR	10898	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004762/ERR5004762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004762/ERR5004762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004762/13114.rohwer.85.s009.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004762/13114.rohwer.85.s009.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s009	13114.rohwer.85.s009
PRJEB42019	SAMEA7723484	ERX4814046	ERR5004763	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s010	WGS	PCR	11895873	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004763/ERR5004763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004763/ERR5004763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004763/13114.rohwer.85.s010.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004763/13114.rohwer.85.s010.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s010	13114.rohwer.85.s010
PRJEB42019	SAMEA7723485	ERX4814047	ERR5004764	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s011	WGS	PCR	740267394	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004764/ERR5004764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004764/ERR5004764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004764/13114.rohwer.85.s011.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004764/13114.rohwer.85.s011.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s011	13114.rohwer.85.s011
PRJEB42019	SAMEA7723960	ERX4814048	ERR5004765	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s012	WGS	PCR	11356409	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004765/ERR5004765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004765/ERR5004765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004765/13114.rohwer.85.s012.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004765/13114.rohwer.85.s012.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s012	13114.rohwer.85.s012
PRJEB42019	SAMEA7723486	ERX4814049	ERR5004766	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s013	WGS	PCR	6700297	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004766/ERR5004766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5004766/ERR5004766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004766/13114.rohwer.85.s013.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004766/13114.rohwer.85.s013.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s013	13114.rohwer.85.s013
PRJEB42019	SAMEA7723961	ERX4814050	ERR5004767	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s014	WGS	PCR	2478711	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004767/ERR5004767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004767/ERR5004767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004767/13114.rohwer.85.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004767/13114.rohwer.85.s014.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s014	13114.rohwer.85.s014
PRJEB42019	SAMEA7723487	ERX4814051	ERR5004768	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s015	WGS	PCR	43401	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004768/ERR5004768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004768/ERR5004768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004768/13114.rohwer.85.s015.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004768/13114.rohwer.85.s015.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s015	13114.rohwer.85.s015
PRJEB42019	SAMEA7723488	ERX4814052	ERR5004769	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s016	WGS	PCR	672731419	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004769/ERR5004769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004769/ERR5004769_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004769/13114.rohwer.85.s016.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004769/13114.rohwer.85.s016.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s016	13114.rohwer.85.s016
PRJEB42019	SAMEA7723489	ERX4814053	ERR5004770	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s017	WGS	PCR	2997495	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004770/ERR5004770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004770/ERR5004770_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004770/13114.rohwer.85.s017.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004770/13114.rohwer.85.s017.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s017	13114.rohwer.85.s017
PRJEB42019	SAMEA7723962	ERX4814054	ERR5004771	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s018	WGS	PCR	9547	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004771/ERR5004771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004771/ERR5004771_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004771/13114.rohwer.85.s018.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004771/13114.rohwer.85.s018.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s018	13114.rohwer.85.s018
PRJEB42019	SAMEA7723490	ERX4814055	ERR5004772	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s019	WGS	PCR	816104895	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004772/ERR5004772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004772/ERR5004772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004772/13114.rohwer.85.s019.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004772/13114.rohwer.85.s019.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s019	13114.rohwer.85.s019
PRJEB42019	SAMEA7723491	ERX4814056	ERR5004773	412755	marine sediment metagenome	ILLUMINA	Illumina NovaSeq 6000	13114.rohwer.85.s020	WGS	PCR	749412808	2020-12-17	2020-12-17	Earth Microbiome Project Multi-omics (EMP500)	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004773/ERR5004773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004773/ERR5004773_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004773/13114.rohwer.85.s020.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004773/13114.rohwer.85.s020.R2.fastq.gz			qiita_sid_13114:13114.rohwer.85.s020	13114.rohwer.85.s020
